name,city,country,iata,icao,latitude,longitude,altitude,timezone,timezone_dst
Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.391,62.261,3773,Asia/Kabul,U
Sheberghan Airport,Sheberghan,Afghanistan,,OASG,36.751,65.913,1053,Asia/Kabul,U
Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.665,68.911,1457,Asia/Kabul,U
Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.271,50.634,6,Asia/Bahrain,U
Sheik Isa Air Base,Bahrain,Bahrain,,OBBS,25.918,50.591,136,Asia/Bahrain,U
Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.240,42.657,6858,Asia/Riyadh,U
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.285,49.485,588,Asia/Riyadh,U
Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.296,41.634,5486,Asia/Riyadh,U
Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984,42.621,3887,Asia/Riyadh,U
Abqaiq Airport,Abqaiq,Saudi Arabia,,OEBQ,25.911,49.591,229,Asia/Riyadh,U
King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471,49.798,72,Asia/Riyadh,U
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.265,50.152,84,Asia/Riyadh,U
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901,42.586,20,Asia/Riyadh,U
Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.303,43.774,2126,Asia/Riyadh,U
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412,37.279,1672,Asia/Riyadh,U
Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.438,41.686,3331,Asia/Riyadh,U
Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,27.039,49.405,26,Asia/Riyadh,U
King Faisal Naval Base,Jeddah,Saudi Arabia,,OEJF,21.348,39.173,7,Asia/Riyadh,U
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.680,39.157,48,Asia/Riyadh,U
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,27.901,45.528,1352,Asia/Riyadh,U
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.553,39.705,2151,Asia/Riyadh,U
Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611,44.419,3982,Asia/Riyadh,U
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335,46.125,1174,Asia/Riyadh,U
Pump Station 3 Airport,Petroline 3,Saudi Arabia,,OEPC,25.174,47.488,1740,Asia/Riyadh,U
Pump Station 6 Airport,Petroline 6,Saudi Arabia,,OEPF,24.710,44.965,2530,Asia/Riyadh,U
Pump Station 10 Airport,Petroline 10,Saudi Arabia,,OEPJ,24.107,41.036,2840,Asia/Riyadh,U
Rabigh Airport,Rabigh,Saudi Arabia,,OERB,22.703,39.070,22,Asia/Riyadh,U
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626,43.491,1474,Asia/Riyadh,U
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.958,46.699,2049,Asia/Riyadh,U
Ras Mishab Airport,Rash Mishab,Saudi Arabia,,OERM,28.080,48.611,13,Asia/Riyadh,U
Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.907,41.138,1813,Asia/Riyadh,U
Ras Tanura Airport,Ras Tanura,Saudi Arabia,,OERT,26.723,50.031,6,Asia/Riyadh,U
Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.467,47.121,2363,Asia/Riyadh,U
Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.465,45.620,2021,Asia/Riyadh,U
Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.365,36.619,2551,Asia/Riyadh,U
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483,40.543,4848,Asia/Riyadh,U
Thumamah Airport,Thumamah,Saudi Arabia,,OETH,25.213,46.641,1870,Asia/Riyadh,U
Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,,OETN,27.868,48.769,30,Asia/Riyadh,U
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692,38.732,2803,Asia/Riyadh,U
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.199,36.476,66,Asia/Riyadh,U
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144,38.063,26,Asia/Riyadh,U
Abadan Airport,Abadan,Iran,ABD,OIAA,30.371,48.228,10,Asia/Tehran,E
Dezful Airport,Dezful,Iran,DEF,OIAD,32.434,48.398,474,Asia/Tehran,E
Aghajari Airport,Aghajari,Iran,AKW,OIAG,30.744,49.677,88,Asia/Tehran,E
Gachsaran Airport,Gachsaran,Iran,GCH,OIAH,30.338,50.828,2414,Asia/Tehran,E
Shahid Asyaee Airport,Masjed Soleiman,Iran,,OIAI,32.002,49.270,1206,Asia/Tehran,E
Omidiyeh Airport,Omidyeh,Iran,OMI,OIAJ,30.835,49.535,85,Asia/Tehran,E
Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.556,49.152,8,Asia/Tehran,E
Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.337,48.762,66,Asia/Tehran,E
Abu Musa Island Airport,Abumusa I.,Iran,AEU,OIBA,25.876,55.033,23,Asia/Tehran,E
Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.945,50.835,68,Asia/Tehran,E
Bastak Airport,Bastak,Iran,,OIBH,27.213,54.319,1350,Asia/Tehran,E
Asaloyeh Airport,Golbandi,Iran,,OIBI,27.481,52.616,15,Asia/Tehran,E
Kish International Airport,Kish Island,Iran,KIH,OIBK,26.526,53.980,101,Asia/Tehran,E
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.532,54.825,67,Asia/Tehran,E
Khark Island Airport,Khark Island,Iran,KHK,OIBQ,29.260,50.324,17,Asia/Tehran,E
Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.909,54.539,43,Asia/Tehran,E
Lavan Island Airport,Lavan Island,Iran,LVP,OIBV,26.810,53.356,76,Asia/Tehran,E
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.346,47.158,4307,Asia/Tehran,E
Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.246,47.009,4522,Asia/Tehran,E
Hesa Airport,Daran,Iran,IFH,OIFE,32.929,51.561,5256,Asia/Tehran,E
Shahid Vatan Pour Air Base,Esfahan,Iran,,OIFH,32.567,51.692,5310,Asia/Tehran,E
Kashan Airport,Kashan,Iran,KKS,OIFK,33.895,51.577,3465,Asia/Tehran,E
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.751,51.861,5059,Asia/Tehran,E
Badr Air Base,Sepah,Iran,,OIFP,32.621,51.697,5242,Asia/Tehran,E
Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323,49.618,-40,Asia/Tehran,E
Arak Airport,Arak,Iran,AJK,OIHR,34.138,49.847,5440,Asia/Tehran,E
Ghazvin Azadi Airport,Abe-ali,Iran,,OIIA,35.952,50.451,3769,Asia/Tehran,E
Kushke Nosrat Airport,Kushke Nosrat,Iran,,OIIC,34.984,50.806,3008,Asia/Tehran,E
Doshan Tappeh Air Base,Teheran,Iran,,OIID,35.703,51.475,4046,Asia/Tehran,E
Ghale Morghi Airport,Teheran,Iran,,OIIG,35.645,51.381,3627,Asia/Tehran,E
Mehrabad International Airport,Teheran,Iran,THR,OIII,35.689,51.313,3962,Asia/Tehran,E
Qazvin Airport,Ghazvin,Iran,GZW,OIIK,36.240,50.047,4184,Asia/Tehran,E
Naja Airport,Khoram Dareh,Iran,,OIIM,35.776,50.881,4040,Asia/Tehran,E
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.218,56.378,22,Asia/Tehran,E
Jiroft Airport,Jiroft,Iran,JYR,OIKJ,28.727,57.670,2663,Asia/Tehran,E
Kerman Airport,Kerman,Iran,KER,OIKK,30.274,56.951,5741,Asia/Tehran,E
Havadarya Airport,Bandar Abbas,Iran,HDR,OIKP,27.158,56.173,19,Asia/Tehran,E
Dayrestan Airport,Gheshm I.,Iran,,OIKQ,26.755,55.902,45,Asia/Tehran,E
Sirjan Airport,Sirjan,Iran,SYJ,OIKY,29.551,55.673,5846,Asia/Tehran,E
Birjand Airport,Birjand,Iran,XBJ,OIMB,32.898,59.266,4952,Asia/Tehran,E
Sarakhs Airport,Sarakhs,Iran,CKT,OIMC,36.501,61.065,945,Asia/Tehran,E
Shahroud Airport,Emam Shahr,Iran,RUD,OIMJ,36.425,55.104,4215,Asia/Tehran,E
Tabas Airport,Tabas,Iran,TCX,OIMT,33.668,56.893,2312,Asia/Tehran,E
Kalaleh Airport,Kalaleh,Iran,KLM,OINE,37.383,55.452,425,Asia/Tehran,E
Ramsar Airport,Ramsar,Iran,RZR,OINR,36.910,50.680,-70,Asia/Tehran,E
Fasa Airport,Fasa,Iran,FAZ,OISF,28.892,53.723,4261,Asia/Tehran,E
Jahrom Airport,Jahrom,Iran,JAR,OISJ,28.587,53.579,3358,Asia/Tehran,E
Lamerd Airport,Lamerd,Iran,LFM,OISR,27.373,53.189,1337,Asia/Tehran,E
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.539,52.590,4920,Asia/Tehran,E
Khoy Airport,Khoy,Iran,KHY,OITK,38.428,44.974,3981,Asia/Tehran,E
Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.134,46.235,4459,Asia/Tehran,E
Zanjan Airport,Zanjan,Iran,JWN,OITZ,36.774,48.359,5382,Asia/Tehran,E
Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.905,54.277,4054,Asia/Tehran,E
Zabol Airport,Zabol,Iran,ACZ,OIZB,31.098,61.544,1628,Asia/Tehran,E
Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.443,60.382,43,Asia/Tehran,E
Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.476,60.906,4564,Asia/Tehran,E
Iran Shahr Airport,Iran Shahr,Iran,IHR,OIZI,27.236,60.720,2040,Asia/Tehran,E
Saravan Airport,Saravan,Iran,,OIZS,27.419,62.316,3930,Asia/Tehran,E
Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.723,35.993,2395,Asia/Amman,E
Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.973,35.992,2555,Asia/Amman,E
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.612,35.018,175,Asia/Amman,E
Prince Hassan Air Base,Hotel Four,Jordan,,OJHF,32.161,37.149,2220,Asia/Amman,E
Jerusalem Airport,Jerusalem,West Bank,,OJJR,31.865,35.219,2485,Asia/Jerusalem,U
King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.356,36.259,2240,Asia/Amman,E
Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.227,47.969,206,Asia/Kuwait,U
Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.821,35.488,87,Asia/Beirut,E
Rene Mouawad Air Base,Kleiat,Lebanon,KYE,OLKA,34.589,36.011,75,Asia/Beirut,E
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433,54.651,88,Asia/Dubai,U
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428,54.458,16,Asia/Dubai,U
Al Hamra Aux Airport,Al Hamra,United Arab Emirates,,OMAH,24.074,52.464,50,Asia/Dubai,U
Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,,OMAJ,24.187,52.614,43,Asia/Dubai,U
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.248,54.548,77,Asia/Dubai,U
Arzanah Airport,Arzana,United Arab Emirates,,OMAR,24.781,52.560,15,Asia/Dubai,U
Das Island Airport,Das Island,United Arab Emirates,,OMAS,25.146,52.874,12,Asia/Dubai,U
Zirku Airport,Zirku,United Arab Emirates,,OMAZ,24.862,53.077,14,Asia/Dubai,U
Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.253,55.364,62,Asia/Dubai,U
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112,56.324,152,Asia/Dubai,U
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.614,55.939,102,Asia/Dubai,U
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.329,55.517,111,Asia/Dubai,U
Khasab Air Base,Khasab,Oman,KHS,OOKB,26.171,56.241,100,Asia/Muscat,U
Masirah Air Base,Masirah,Oman,MSH,OOMA,20.675,58.890,64,Asia/Muscat,U
Muscat International Airport,Muscat,Oman,MCT,OOMS,23.593,58.284,48,Asia/Muscat,U
Salalah Airport,Salalah,Oman,SLL,OOSA,17.039,54.091,73,Asia/Muscat,U
Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.666,54.025,1570,Asia/Muscat,U
Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,32.056,72.948,600,Asia/Karachi,N
Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.365,72.995,591,Asia/Karachi,N
Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.233,62.329,36,Asia/Karachi,N
Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.919,74.334,4796,Asia/Karachi,N
Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.284,68.450,185,Asia/Karachi,N
Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.907,67.161,100,Asia/Karachi,N
Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.522,74.404,712,Asia/Karachi,N
Walton Airport,Lahore,Pakistan,,OPLH,31.495,74.346,679,Asia/Karachi,N
Mangla Airport,Mangla,Pakistan,XJM,OPMA,33.050,73.638,902,Asia/Karachi,N
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.339,73.509,2691,Asia/Karachi,N
Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,32.563,71.571,690,Asia/Karachi,N
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.335,68.143,154,Asia/Karachi,N
Masroor Air Base,Karachi,Pakistan,,OPMR,24.894,66.939,35,Asia/Karachi,N
Multan International Airport,Multan,Pakistan,MUX,OPMT,30.203,71.419,403,Asia/Karachi,N
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.219,68.390,95,Asia/Karachi,N
Okara Cantonment Airstrip,Okara,Pakistan,,OPOK,30.741,73.358,568,Asia/Karachi,N
Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.955,64.132,3289,Asia/Karachi,N
Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.291,63.345,33,Asia/Karachi,N
Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.994,71.515,1158,Asia/Karachi,N
Qasim Airport,Qasim,Pakistan,,OPQS,33.560,73.033,1581,Asia/Karachi,N
Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.251,66.938,5267,Asia/Karachi,N
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.384,70.280,271,Asia/Karachi,N
Benazir Bhutto International Airport,Islamabad,Pakistan,,OPRN,33.617,73.099,1668,Asia/Karachi,N
Risalpur Air Base,Risalpur,Pakistan,,OPRS,34.081,71.973,1050,Asia/Karachi,N
Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.850,73.798,5479,Asia/Karachi,N
Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.722,68.792,196,Asia/Karachi,N
Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.814,72.353,3183,Asia/Karachi,N
Sui Airport,Sui,Pakistan,SUL,OPSU,28.645,69.177,763,Asia/Karachi,N
Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.841,68.838,28,Asia/Karachi,N
Wana Airport,Wana,Pakistan,WAF,OPWN,32.305,69.570,4550,Asia/Karachi,N
Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.358,69.464,4728,Asia/Karachi,N
Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.549,47.662,11,Asia/Baghdad,U
Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.181,37.224,1276,Asia/Damascus,E
Damascus International Airport,Damascus,Syria,DAM,OSDI,33.411,36.516,2020,Asia/Damascus,E
Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,OSDZ,35.285,40.176,700,Asia/Damascus,E
Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.401,35.949,157,Asia/Damascus,E
Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.557,38.317,1322,Asia/Damascus,E
Doha International Airport,Doha,Qatar,DIA,OTBD,25.261,51.565,35,Asia/Qatar,U
Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.768,-171.710,9,Pacific/Enderbury,U
Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.174,145.243,607,Pacific/Saipan,U
Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.119,145.729,215,Pacific/Saipan,U
Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.930,627,Pacific/Guam,U
Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.483,144.796,298,Pacific/Guam,U
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999,145.619,271,Pacific/Saipan,U
Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.065,171.272,6,Pacific/Majuro,U
Dyess Army Air Field,Kwajalein,Marshall Islands,,PKRO,9.397,167.471,9,Pacific/Majuro,U
Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.720,167.732,9,Pacific/Majuro,U
Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.986,-157.350,5,,U
Henderson Field,Midway,Midway Islands,MDY,PMDY,28.202,-177.381,13,Pacific/Midway,U
Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.462,151.843,11,Pacific/Truk,U
Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985,158.209,10,Pacific/Ponape,U
Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.367,134.544,176,Pacific/Palau,U
Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.357,162.958,11,Pacific/Kosrae,U
Yap International Airport,Yap,Micronesia,YAP,PTYA,9.499,138.083,91,Pacific/Truk,U
Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.428,118.359,93,Asia/Taipei,U
Pingtung South Airport,Pingtung,Taiwan,,RCDC,22.672,120.462,78,Asia/Taipei,U
Longtan Air Base,Longtang,Taiwan,,RCDI,24.855,121.238,790,Asia/Taipei,U
Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.755,121.102,143,Asia/Taipei,U
Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.674,121.466,28,Asia/Taipei,U
Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.577,120.350,31,Asia/Taipei,U
Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.462,120.393,85,Asia/Taipei,U
Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.027,121.535,44,Asia/Taipei,U
Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.265,120.621,663,Asia/Taipei,N
Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.950,120.206,63,Asia/Taipei,U
Hsinchu Air Base,Hsinchu,Taiwan,HSZ,RCPO,24.818,120.939,26,Asia/Taipei,U
Makung Airport,Makung,Taiwan,MZG,RCQC,23.569,119.628,103,Asia/Taipei,U
Chihhang Air Base,Taitung,Taiwan,,RCQS,22.793,121.182,121,Asia/Taipei,U
Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.700,120.482,97,Asia/Taipei,U
Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.069,121.552,18,Asia/Taipei,U
Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.078,121.233,106,Asia/Taipei,U
Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.367,119.503,115,Asia/Taipei,U
Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.023,121.618,52,Asia/Taipei,U
Narita International Airport,Tokyo,Japan,NRT,RJAA,35.765,140.386,141,Asia/Tokyo,U
Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.167,137.923,2182,Asia/Tokyo,U
Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.181,140.415,105,Asia/Tokyo,U
Minami Torishima Airport,Minami Tori Shima,Japan,MUS,RJAM,24.290,153.979,22,Asia/Tokyo,U
Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.784,141.323,384,Asia/Tokyo,U
Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.662,135.364,298,Asia/Tokyo,U
Kohnan Airport,Kohnan,Japan,,RJBK,34.591,133.933,3,Asia/Tokyo,U
Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.733,143.217,505,Asia/Tokyo,U
New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.775,141.692,82,Asia/Tokyo,U
Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.770,140.822,151,Asia/Tokyo,U
Chitose Air Base,Chitose,Japan,,RJCJ,42.794,141.666,87,Asia/Tokyo,U
Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.881,144.164,135,Asia/Tokyo,U
Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.577,144.960,234,Asia/Tokyo,U
Tokachi Airport,Tokachi,Japan,,RJCT,42.890,143.158,281,Asia/Tokyo,U
Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.404,141.801,30,Asia/Tokyo,U
Iki Airport,Iki,Japan,IKI,RJDB,33.749,129.785,41,Asia/Tokyo,U
Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.930,131.279,23,Asia/Tokyo,U
Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.285,129.331,213,Asia/Tokyo,U
Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.304,143.404,80,Asia/Tokyo,U
Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.671,142.447,721,Asia/Tokyo,U
Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.072,139.433,161,Asia/Tokyo,U
Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.242,141.186,112,Asia/Tokyo,U
Ashiya Airport,Ashiya,Japan,,RJFA,33.883,130.653,98,Asia/Tokyo,U
Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.386,130.659,124,Asia/Tokyo,U
Fukue Airport,Fukue,Japan,FUJ,RJFE,32.666,128.833,273,Asia/Tokyo,U
Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.586,130.451,32,Asia/Tokyo,U
New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.605,130.991,768,Asia/Tokyo,U
Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.803,130.719,906,Asia/Tokyo,U
Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.877,131.449,20,Asia/Tokyo,U
Nyutabaru Airport,Nyutabaru,Japan,,RJFN,32.084,131.451,259,Asia/Tokyo,U
Oita Airport,Oita,Japan,OIT,RJFO,33.479,131.737,19,Asia/Tokyo,U
Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.846,131.035,21,Asia/Tokyo,U
Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.837,130.855,642,Asia/Tokyo,U
Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.917,129.914,15,Asia/Tokyo,U
Kanoya Airport,Kanoya,Japan,,RJFY,31.368,130.845,214,Asia/Tokyo,U
Tsuiki Air Field,Tsuiki,Japan,,RJFZ,33.685,131.040,55,Asia/Tokyo,U
Amami Airport,Amami,Japan,ASJ,RJKA,28.431,129.713,27,Asia/Tokyo,U
Okierabu Airport,Okierabu,Japan,OKE,RJKB,27.426,128.701,101,Asia/Tokyo,U
Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.836,128.881,17,Asia/Tokyo,U
Fukui Airport,Fukui,Japan,FKJ,RJNF,36.143,136.224,19,Asia/Tokyo,U
Gifu Airport,Gifu,Japan,QGU,RJNG,35.394,136.870,128,Asia/Tokyo,U
Hamamatsu Airport,Hamamatsu,Japan,,RJNH,34.750,137.703,150,Asia/Tokyo,U
Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.395,136.407,36,Asia/Tokyo,U
Oki Airport,Oki Island,Japan,OKI,RJNO,36.181,133.325,311,Asia/Tokyo,U
Toyama Airport,Toyama,Japan,TOY,RJNT,36.648,137.188,95,Asia/Tokyo,U
Shizuhama Airport,Yaizu,Japan,,RJNY,34.813,138.298,23,Asia/Tokyo,U
Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.436,132.919,1088,Asia/Tokyo,U
Okayama Airport,Okayama,Japan,OKJ,RJOB,34.757,133.855,806,Asia/Tokyo,U
Izumo Airport,Izumo,Japan,IZO,RJOC,35.414,132.890,15,Asia/Tokyo,U
Hofu Airport,Hofu,Japan,,RJOF,34.035,131.549,7,Asia/Tokyo,U
Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.492,133.236,20,Asia/Tokyo,U
Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.546,133.669,42,Asia/Tokyo,U
Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.827,132.700,25,Asia/Tokyo,U
Osaka International Airport,Osaka,Japan,ITM,RJOO,34.785,135.438,50,Asia/Tokyo,U
Tottori Airport,Tottori,Japan,TTJ,RJOR,35.530,134.167,65,Asia/Tokyo,U
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,RJOS,34.133,134.607,26,Asia/Tokyo,U
Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.214,134.016,607,Asia/Tokyo,U
Yao Airport,Osaka,Japan,,RJOY,34.596,135.603,39,Asia/Tokyo,U
Ozuki Airport,Ozuki,Japan,,RJOZ,34.045,131.052,13,Asia/Tokyo,U
Aomori Airport,Aomori,Japan,AOJ,RJSA,40.735,140.691,664,Asia/Tokyo,U
Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.412,140.371,353,Asia/Tokyo,U
Sado Airport,Sado,Japan,SDS,RJSD,38.060,138.414,88,Asia/Tokyo,U
Hachinohe Airport,Hachinoe,Japan,HHE,RJSH,40.556,141.466,152,Asia/Tokyo,U
Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.429,141.135,297,Asia/Tokyo,U
Akita Airport,Akita,Japan,AXT,RJSK,39.616,140.219,313,Asia/Tokyo,U
Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.703,141.368,119,Asia/Tokyo,U
Sendai Airport,Sendai,Japan,SDJ,RJSS,38.140,140.917,15,Asia/Tokyo,U
Matsushima Air Base,Matsushima,Japan,,RJST,38.405,141.220,7,Asia/Tokyo,U
Atsugi Naval Air Facility,Atsugi,Japan,NJA,RJTA,35.455,139.450,205,Asia/Tokyo,U
